68,1262
73,478
110,657
90,388
90,186
58,978
91,522
89,488
104,334
66,539
95,385
47,189
81,1251
82,435
50,569
89,438
77,1266
98,184
84,905
166,358
59,1886
82,415
59,846
94,780
54,960
71,539
62,359
87,718
55,1088
63,267
81,404
87,368
79,1578
38,558
70,1354
52,1309
95,203
64,532
59,1619
65,955
91,558
75,868
76,240
66,329
41,284
156,216
67,954
81,810
123,727
51,579
63,773
82,485
71,315
54,1004
51,458
65,365
66,246
93,918
153,507
86,1637
50,540
60,208
48,564

78,567

77,1199

70,462

57,494

69,750

63,1436

134,290

45,1210

82,679

90,249

56,523

102,804

66,1119

56,697

83,793

79,1495

97,1011

77,471

61,818

51,245

81,1292

58,1011

70,603

57,342

49,1456

56,1555

53,516

87,930

81,495

129,1512

58,1311

61,1870

53,696

79,850

75,540

87,456

101,242

68,409

95,780

55,1010

84,738

60,375

39,371

81,311

88,201

68,794

86,370

90,453

71,271

66,1882

60,681

87,1164

70,1100

71,933

83,521

83,502

65,1822

78,739

68,314

69,459

77,858

81,1783

94,189

70,756

89,449

58,1042

131,377

128,440

79,404

68,303

86,1272

65,979

69,547

56,503

107,505

107,353

70,1221

89,1210

54,313

55,1078

110,319

38,769

92,258

71,958

76,676

80,403

102,1061

78,696

59,1631

92,618

70,632

78,738

80,1409

42,1712

69,304

63,608

92,1926

92,385

62,1464

77,230

63,1786

50,854

109,297

57,740

76,672

76,768

79,491

74,1632

83,601

53,963

107,627

66,761

65,267

56,1714

74,893

86,1740

87,1782

93,436

57,534

94,1482

102,595

97,309

56,716

86,473

119,600

73,291

89,1767

66,573

69,315

99,407

55,1673

54,367

53,773

53,1032

76,526

237,110

69,1128

63,335

53,814

183,102

85,1250

66,290

176,681

81,980

64,997

74,736

86,814

89,752

99,538

114,533

63,1326

72,215

87,731

100,1138

68,1435

32,528

92,720

51,1492

80,1288

38,455

88,1946

48,700

66,337

61,1174

81,466

66,310

67,1075

31,971

83,244

86,1069

103,306

83,488

51,1269

41,671

64,467

67,735

137,1035

48,824

85,362

52,874

86,1170

89,1803

106,197

51,725

72,1636

73,1567

86,718

97,711

79,426

68,505

80,604

66,1604

47,723

67,1363

85,238

72,557

86,479

57,442
50,995
71,830
59,393
39,898
88,197
77,599
63,1258
48,281
51,442
73,984
97,419
133,266
87,238
50,402
69,257
80,819
87,861
73,2510
66,308
68,626
88,2845
87,753
66,410
54,630
51,650
91,630
105,1901
54,294
79,767
82,777
78,2085
88,369
72,574
75,552
57,1551
73,445
80,270
110,525
83,935
66,675
78,721
80,533
87,313
70,117
64,1233
77,541
71,1476
52,842
110,463
100,850
56,708
85,407
70,779
70,278
70,659
59,968
91,1034
85,222
48,516
83,576
78,571
63,724
58,552
71,1251
65,984
103,492
75,1406
100,562
96,735
50,385
104,375
64,819
87,1740
71,470
74,720
83,1560
55,1259
63,265
82,668
78,1201
88,551
95,533
91,1528
48,1069
65,1054
92,310
103,551
84,2510
64,436
87,634

